,available,code,image,link,name,num_merchants,num_reviews,price,region,snoothrank,tags,type,varietal,vintage,winery,winery_id
9308,1,wait-cellars-green-valley-pinot-noir-devoto-garden-vineyard-2012,http://ei.isnooth.com/multimedia/f/d/5/image_3336373_square.jpeg,http://www.snooth.com/wine/wait-cellars-green-valley-pinot-noir-devoto-garden-vineyard-2012/,Wait Cellars Green Valley Pinot Noir Devoto Garden Vineyard,3,0,32.0,USA > California > Sonoma County > Russian River Valley > Green Valley,n/a,,Red Wine,Pinot Noir,2012,Wait Cellars,wait-cellars
9309,1,zd-wines-pinot-noir-napa-2008,http://ei.isnooth.com/multimedia/d/7/4/image_1350369_square.png,http://www.snooth.com/wine/zd-wines-pinot-noir-napa-2008/,Zd Wines Pinot Noir Napa,1,7,34.99,USA > California > Napa County,2.5,,Red Wine,Pinot Noir,2008,ZD Wines,zd-wines
9310,1,domaine-chante-cigale-chateauneuf-du-pape-bottle-2007,http://ei.isnooth.com/multimedia/6/0/8/image_938470_square.jpeg,http://www.snooth.com/wine/domaine-chante-cigale-chateauneuf-du-pape-bottle-2007/,Domaine Chante Cigale Chateauneuf-du-Pape Bottle,1,10,55.99,France > Rhône > Southern Rhône > Châteauneuf-du-pape,3.5,,Red Wine,Grenache; Syrah; Mourvedre,2007,Domaine Chante Cigale,domaine-chante-cigale
9311,1,standing-stone-vineyards-pinot-noir-finger-lakes-2007,http://ei.isnooth.com/multimedia/d/6/d/image_770157_square.jpeg,http://www.snooth.com/wine/standing-stone-vineyards-pinot-noir-finger-lakes-2007/,Standing Stone Vineyards Pinot Noir Finger Lakes,1,6,15.63,USA > New York > Seneca Lake,n/a,,Red Wine,Pinot Noir,2007,Standing Stone Vineyards,standing-stone-vineyards
9312,1,swanson-vineyards-alexis-estate-2010,http://ei.isnooth.com/multimedia/9/4/2/image_3306358_square.jpeg,http://www.snooth.com/wine/swanson-vineyards-alexis-estate-2010/,Swanson Vineyards Alexis Estate,7,0,60.14,USA > California > Napa,n/a,,Red Wine,,2010,Swanson Vineyards and Winery,swanson-vineyards-and-winery
9313,1,swanson-vineyards-alexis-estate-2009,http://ei.isnooth.com/multimedia/9/d/f/image_2729865_square.jpeg,http://www.snooth.com/wine/swanson-vineyards-alexis-estate-2009/,Swanson Vineyards Alexis Estate,8,0,70.49,USA > California > Napa,n/a,,Red Wine,,2009,Swanson Vineyards and Winery,swanson-vineyards-and-winery
9314,1,alderbrook-pinot-noir-2010,http://ei.isnooth.com/multimedia/7/1/d/image_2882295_square.jpeg,http://www.snooth.com/wine/alderbrook-pinot-noir-2010/,Alderbrook Pinot Noir,6,0,28.89,USA > California > Sonoma County > Russian River Valley,n/a,,Red Wine,Pinot Noir,2010,Alderbrook Winery,alderbrook-winery
9315,1,las-lajas-torrontes-2010,http://ei.isnooth.com/multimedia/f/3/6/image_2091275_square.jpeg,http://www.snooth.com/wine/las-lajas-torrontes-2010/,Las Lajas Torrontes,1,12,6.98,France > Armagnac > Côté Tariquet,3.5,,Red Wine,Torrontés,2010,Las Lajas,las-lajas
9316,1,luna-di-luna-valpolicella-classico-ripasso-private-collection-2010-1,http://ei.isnooth.com/multimedia/4/e/e/image_3431123_square.jpeg,http://www.snooth.com/wine/luna-di-luna-valpolicella-classico-ripasso-private-collection-2010-1/,Luna di Luna Valpolicella Classico Ripasso Private Collection,10,0,18.59,France > Rhône > Southern Rhône > Côtes du Rhône Villages,n/a,,Red Wine,,2010,Luna Di Luna,luna-di-luna
9317,1,barbaresco-docg-coste-rubin-2006-1,http://ei.isnooth.com/multimedia/e/7/b/image_687431_square.jpeg,http://www.snooth.com/wine/barbaresco-docg-coste-rubin-2006-1/,Barbaresco DOCG Coste Rubin,2,2,66.95,Italy > Piemonte > Barbaresco,3.5,,Red Wine,Nebbiolo,2006,The Rubin Cellar,the-rubin-cellar
9318,1,il-palazzone-rosso-del-palazzone-nv,http://ei.isnooth.com/multimedia/d/4/7/image_1104735_square.jpeg,http://www.snooth.com/wine/il-palazzone-rosso-del-palazzone-nv/,Il Palazzone Rosso del Palazzone,2,3,26.99,Italy > Tuscany > Montalcino,3.5,,Red Wine,Sangiovese,NV,Il Palazzone,il-palazzone
9319,1,jewel-box-garnet-red-blend-2012,http://ei.isnooth.com/multimedia/b/2/6/image_3757097_square.jpeg,http://www.snooth.com/wine/jewel-box-garnet-red-blend-2012/,Jewel Box Garnet Red Blend,20,0,24.99,USA > California,n/a,,Red Wine,,2012,Jewel box Wines,jewel-box-wines
9320,1,la-merika-central-coast-pinot-noir-2011-4,http://ei.isnooth.com/multimedia/9/c/8/image_3594609_square.jpeg,http://www.snooth.com/wine/la-merika-central-coast-pinot-noir-2011-4/,La Merika Central Coast Pinot Noir,112,3,10.99,USA > California > Central Coast,3.5,,Red Wine,Pinot Noir,2011,Delicato Family Vineyards,delicato-family-vineyards
9321,1,unruly-zinfandel-2010-2,http://ei.isnooth.com/multimedia/d/5/3/image_2737683_square.jpeg,http://www.snooth.com/wine/unruly-zinfandel-2010-2/,Unruly Zinfandel,112,3,11.95,USA > California,2.5,,Red Wine,Zinfandel,2010,Unruly,unruly
9322,1,hannah-nicole-vineyards-cabernet-sauvignon-contra-costa-county-2009,http://ei.isnooth.com/multimedia/0/7/4/image_175317_square.jpeg,http://www.snooth.com/wine/hannah-nicole-vineyards-cabernet-sauvignon-contra-costa-county-2009/,Hannah Nicole Vineyards Cabernet Sauvignon Contra Costa County,112,2,17.99,USA > California > Contra Costa,n/a,,Red Wine,Cabernet Sauvignon,2009,Hannah Nicole Vineyards & Winery,hannah-nicole-vineyards-and-winery
9323,1,nottingham-cellars-alpha-red-nv,http://ei.isnooth.com/multimedia/c/6/f/image_3559577_square.jpeg,http://www.snooth.com/wine/nottingham-cellars-alpha-red-nv/,Nottingham Cellars Alpha Red,112,1,15.99,USA > California,n/a,,Red Wine,"Cabernet Sauvignon, Petite Sirah, Petit Verdot, Cabernet Franc",NV,Nottingham Cellars,nottingham-cellars
9324,1,pavilion-cabernet-sauvignon-napa-valley-2010,http://ei.isnooth.com/multimedia/e/1/5/image_1960028_square.jpeg,http://www.snooth.com/wine/pavilion-cabernet-sauvignon-napa-valley-2010/,Pavilion Cabernet Sauvignon Napa Valley,113,1,16.99,USA > California > Napa,n/a,,Red Wine,Cabernet Sauvignon,2010,Pavilion WInery,pavilion-winery
9325,1,cliff-lede-napa-stags-cabernet-sauvignon-2008,http://ei.isnooth.com/multimedia/1/f/2/image_1932245_square.jpeg,http://www.snooth.com/wine/cliff-lede-napa-stags-cabernet-sauvignon-2008/,Cliff Lede Napa Stags Cabernet Sauvignon,113,3,60.99,USA > California > Napa,3.5,,Red Wine,Cabernet Sauvignon,2008,Cliff Lede Vineyards,cliff-lede-vineyards
9326,1,navarro-lopez-old-vine-gran-reserva-2004,http://ei.isnooth.com/multimedia/b/3/9/image_1711784_square.jpeg,http://www.snooth.com/wine/navarro-lopez-old-vine-gran-reserva-2004/,Navarro Lopez Old Vine Gran Reserva,112,2,14.95,Spain,3,,,Tempranillo,2004,Navarro López,navarro-lopez
9327,1,robert-mondavi-priv-sel-pinot-noir-2009-1,http://ei.isnooth.com/multimedia/7/e/1/image_1572250_square.jpeg,http://www.snooth.com/wine/robert-mondavi-priv-sel-pinot-noir-2009-1/,Robert Mondavi Priv Sel Pinot Noir,112,2,7.99,USA > California > Central Coast,n/a,,Red Wine,Pinot Noir,2009,Robert Mondavi Winery,robert-mondavi-winery
9328,1,donovan-parke-zinfandel-california-2010,http://ei.isnooth.com/multimedia/a/4/1/image_2256198_square.jpeg,http://www.snooth.com/wine/donovan-parke-zinfandel-california-2010/,Donovan-Parke Zinfandel California,112,2,11.95,USA > California,3,,,Zinfandel,2010,Donovan Wines,donovan-wines
9329,1,donovan-parke-cabernet-sauvignon-sonoma-county-2010,http://ei.isnooth.com/multimedia/7/a/2/image_2133995_square.jpeg,http://www.snooth.com/wine/donovan-parke-cabernet-sauvignon-sonoma-county-2010/,Donovan-Parke Cabernet Sauvignon Sonoma County,112,2,11.95,USA > California > Sonoma County,2,,,Cabernet Sauvignon,2010,Donovan Wines,donovan-wines
9330,1,perry-creek-zinfandel-fair-play-zin-man-perry-creek-vineyards-2009,http://ei.isnooth.com/multimedia/0/1/4/image_528180_square.jpeg,http://www.snooth.com/wine/perry-creek-zinfandel-fair-play-zin-man-perry-creek-vineyards-2009/,Perry Creek Zinfandel Fair Play Zin Man Perry Creek Vineyards,112,1,13.49,USA > California > El Dorado County > Fair Play,n/a,,,Zinfandel,2009,Perry Creek Vineyards,perry-creek-vineyards
9331,1,jacobs-creek-jacobs-creek-moscato-2011,http://ei.isnooth.com/multimedia/5/d/c/image_1740206_square.jpeg,http://www.snooth.com/wine/jacobs-creek-jacobs-creek-moscato-2011/,Jacob's Creek Jacob's Creek Moscato,112,3,6.99,Australia > South Eastern Australia,n/a,,Red Wine,Muscat Blanc,2011,Jacob's Creek,jacobs-creek
9332,1,bodegas-atteca-garnacha-de-fuego-2009,http://ei.isnooth.com/multimedia/2/8/a/image_1256685_square.jpeg,http://www.snooth.com/wine/bodegas-atteca-garnacha-de-fuego-2009/,Bodegas Atteca Garnacha de Fuego,114,4,8.99,Spain > Catalonia,3,,Red Wine,Grenache,2009,Garnacha de Fuego,garnacha-de-fuego
9333,1,babcock-syrah-santa-barbara-county-under-the-radar-2009,http://ei.isnooth.com/multimedia/8/2/3/image_1161136_square.jpeg,http://www.snooth.com/wine/babcock-syrah-santa-barbara-county-under-the-radar-2009/,Babcock Syrah Santa Barbara County Under the Radar,112,1,14.99,USA > California > Santa Barbara County > Santa Ynez Valley,3,,Red Wine,Syrah,2009,Babcock Vineyards,babcock-vineyards
9334,1,st-francis-wild-oak-merlot-2005,http://ei.isnooth.com/multimedia/1/c/8/image_1932370_square.jpeg,http://www.snooth.com/wine/st-francis-wild-oak-merlot-2005/,St. Francis Wild Oak Merlot,1,7,16.99,USA > California > Sonoma Valley,3.5,,Red Wine,Merlot,2005,St Francis Wine Company Ltd,st-francis-wine-company-ltd
9335,1,michel-lynch-cabernet-sauvignon-1998,http://ei.isnooth.com/multimedia/e/5/2/image_215511_square.jpeg,http://www.snooth.com/wine/michel-lynch-cabernet-sauvignon-1998/,Michel Lynch Cabernet Sauvignon,112,2,19.95,France > Bordeaux,n/a,,Red Wine,Cabernet Sauvignon,1998,Michel Lynch,michel-lynch
9336,1,kendall-jackson-red-blend-sonoma-county-meritage-grand-reserve-2006,http://ei.isnooth.com/multimedia/0/3/8/image_767417_square.jpeg,http://www.snooth.com/wine/kendall-jackson-red-blend-sonoma-county-meritage-grand-reserve-2006/,Kendall-Jackson Red Blend Sonoma County Meritage Grand Reserve,114,9,24.99,USA > California > Sonoma County,3.5,,Red Wine,Bordeaux Blend,2006,Kendall-Jackson,kendall-jackson
9337,1,stanza-petite-sirah-lodi-2007,http://ei.isnooth.com/multimedia/8/b/3/image_516886_square.jpeg,http://www.snooth.com/wine/stanza-petite-sirah-lodi-2007/,Stanza Petite Sirah Lodi,112,4,12.95,USA > California > San Joaquin County > Lodi,3.5,,Red Wine,Petite Sirah,2007,Stanza,stanza
9338,1,casa-cadaval-red-blend-vinho-regional-ribatejano-padre-pedro-2006,http://ei.isnooth.com/multimedia/0/6/7/image_601220_square.png,http://www.snooth.com/wine/casa-cadaval-red-blend-vinho-regional-ribatejano-padre-pedro-2006/,Casa Cadaval Red Blend Vinho Regional Ribatejano Padre Pedro,112,3,10.99,Portugal > Ribatejano > Vinho Regional Ribatejano,n/a,,,Cabernet Sauvignon; Trincadeira; Pinot Noir,2006,Casa Cadaval,casa-cadaval
9339,1,cosentino-winery-sangiovese-napa-valley-il-chiaretto-2006,http://ei.isnooth.com/multimedia/b/4/6/image_801450_square.jpeg,http://www.snooth.com/wine/cosentino-winery-sangiovese-napa-valley-il-chiaretto-2006/,Cosentino Winery Sangiovese Napa Valley Il Chiaretto,112,1,16.99,USA > California > Napa > Yountville,n/a,,Red Wine,Sangiovese,2006,Cosentino Winery,cosentino-winery
9340,1,rosenblum-cellars-zinfandel-harris-kratka-vineyard-2007-2,http://ei.isnooth.com/multimedia/f/e/7/image_861986_square.jpeg,http://www.snooth.com/wine/rosenblum-cellars-zinfandel-harris-kratka-vineyard-2007-2/,"Rosenblum Cellars Zinfandel ""Harris Kratka Vineyard""",112,2,39.99,USA > California,3.5,,Red Wine,Zinfandel,2007,Harris/kratka Vineyard,harris-kratka-vineyard
9341,1,ficklin-vineyards-port-blend-madera-port-1996,http://ei.isnooth.com/multimedia/8/1/b/image_687188_square.jpeg,http://www.snooth.com/wine/ficklin-vineyards-port-blend-madera-port-1996/,Ficklin Vineyards Port Blend Madera Port,112,2,15.99,USA > California > Madera,3.5,,Red Wine,Port,1996,Ficklin Vineyards,ficklin-vineyards
9342,1,healdsburg-ranches-pinot-noir-appellation-series-2011,http://ei.isnooth.com/multimedia/b/8/0/image_2818356_square.jpeg,http://www.snooth.com/wine/healdsburg-ranches-pinot-noir-appellation-series-2011/,Healdsburg Ranches Pinot Noir Appellation Series,15,0,25.79,USA > California > Sonoma County > Russian River Valley,n/a,,Red Wine,Pinot Noir,2011,Healdsburg Vineyards,healdsburg-vineyards
9343,1,healdsburg-ranches-merlot-coastal-series-2011,http://ei.isnooth.com/multimedia/2/c/8/image_2874485_square.jpeg,http://www.snooth.com/wine/healdsburg-ranches-merlot-coastal-series-2011/,Healdsburg Ranches Merlot Coastal Series,14,0,13.79,USA > California > Sonoma County > Healdsburg,n/a,,Red Wine,Merlot,2011,Healdsburg Vineyards,healdsburg-vineyards
9344,1,cartlidge-and-browne-petite-sirah-california-2009,http://ei.isnooth.com/multimedia/b/2/3/image_1760981_square.jpeg,http://www.snooth.com/wine/cartlidge-and-browne-petite-sirah-california-2009/,Cartlidge & Browne Petite Sirah California,112,1,12.99,USA > California,3,,,Petite Sirah,2009,Cartlidge & Browne Winery,cartlidge-and-browne-winery
9345,1,harding-estates-syrah-napa-valley-2008,http://ei.isnooth.com/multimedia/d/8/e/image_583281_square.jpeg,http://www.snooth.com/wine/harding-estates-syrah-napa-valley-2008/,Harding Estates Syrah Napa Valley,112,1,14.99,USA > California > Napa,3,,,Syrah,2008,Harding Estates,harding-estates
9346,1,paolo-scavino-vino-da-tavola-2011,http://ei.isnooth.com/multimedia/a/e/c/image_868431_square.jpeg,http://www.snooth.com/wine/paolo-scavino-vino-da-tavola-2011/,Paolo Scavino Vino da Tavola,11,1,13.99,Italy > Piedmont,n/a,,Red Wine,Nebbiolo,2011,Paolo Scavino,paolo-scavino
9347,1,le-clos-du-caillou-cotes-du-rhone-vv-2009,http://ei.isnooth.com/multimedia/c/a/9/image_1714332_square.png,http://www.snooth.com/wine/le-clos-du-caillou-cotes-du-rhone-vv-2009/,Le Clos du Caillou Cotes du Rhone VV,112,2,13.17,France > Rhône,n/a,,Red Wine,Rhône Blend,2009,Le Clos du Caillou,le-clos-du-caillou
9348,1,woop-woop-cab-750m-2008,http://ei.isnooth.com/multimedia/7/f/3/image_990433_square.png,http://www.snooth.com/wine/woop-woop-cab-750m-2008/,Woop Woop Cab 750m,1,8,10.99,Australia,3,,Red Wine,Cabernet Sauvignon,2008,Penny's Hill,pennys-hill
9349,1,domaine-gouron-chinon-terroirs-2005,http://ei.isnooth.com/multimedia/e/5/b/image_469185_square.jpeg,http://www.snooth.com/wine/domaine-gouron-chinon-terroirs-2005/,Domaine Gouron Chinon Terroirs,2,6,12.99,France > Loire > Touraine > Chinon,3,,Red Wine,Cabernet Franc,2005,Domaine Gouron,domaine-gouron
9350,1,chateau-de-flaugergues-red-rhone-blend-coteaux-du-languedoc-la-mejanelle-cuvee-sommeliere-2007,http://ei.isnooth.com/multimedia/2/c/8/image_1186441_square.jpeg,http://www.snooth.com/wine/chateau-de-flaugergues-red-rhone-blend-coteaux-du-languedoc-la-mejanelle-cuvee-sommeliere-2007/,Château de Flaugergues Red Rhone Blend Coteaux du Languedoc la Méjanelle Cuvée Sommelière,1,6,11.99,France > Languedoc-roussillon > Languedoc > Coteaux du Languedoc > Clairette du Languedoc,n/a,,Red Wine,Grenache^Syrah,2007,Château de Flaugergues,chateau-de-flaugergues
9351,1,antinori-brunello-pian-delle-vigne-2007,http://ei.isnooth.com/multimedia/3/c/6/image_2807040_square.jpeg,http://www.snooth.com/wine/antinori-brunello-pian-delle-vigne-2007/,Antinori Brunello Pian Delle Vigne,19,5,80.09,Italy > Tuscany,3,,Red Wine,Sangiovese,2007,Pian Delle Vigne,pian-delle-vigne
9352,1,veramonte-primus-the-blend-colchagua-valley-2008,http://ei.isnooth.com/multimedia/7/e/6/image_3942119_square.jpeg,http://www.snooth.com/wine/veramonte-primus-the-blend-colchagua-valley-2008/,Veramonte Primus the Blend Colchagua Valley,178,96,22.99,Chile > Colchagua Valley,3.5,,Red Wine,Bordeaux Blend,2008,Veramonte,veramonte
9353,1,paul-hobbs-malbec-2008-1,http://ei.isnooth.com/multimedia/8/6/8/image_1129394_square.jpeg,http://www.snooth.com/wine/paul-hobbs-malbec-2008-1/,Paul Hobbs Malbec,1,5,37.95,Argentina > Mendoza > Lujan de Cuyo,3,,Red Wine,Malbec,2008,Paul Hobbs Winery,paul-hobbs-winery
9354,1,gravelly-ford-pinot-noir-private-reserve-2012,http://ei.isnooth.com/multimedia/4/9/8/image_3559346_square.jpeg,http://www.snooth.com/wine/gravelly-ford-pinot-noir-private-reserve-2012/,Gravelly Ford Pinot Noir Private Reserve,10,0,10.89,USA > California > Monterey County > Santa Lucia Highlands,n/a,,Red Wine,Pinot Noir,2012,Gravelly Ford,gravelly-ford
9355,1,langtry-old-soldier-road-tephra-ridge-vineyard-2007,http://ei.isnooth.com/multimedia/b/6/1/image_2601887_square.jpeg,http://www.snooth.com/wine/langtry-old-soldier-road-tephra-ridge-vineyard-2007/,Langtry Old Soldier Road Tephra Ridge Vineyard,9,0,39.49,USA > California > Lake County,n/a,,Red Wine,Bordeaux Blend,2007,Langtry Estate & Vineyards,langtry-estate-and-vineyards
9356,1,fisher-vineyards-cabernet-sauvignon-fisher-cameron-2003,http://ei.isnooth.com/multimedia/2/5/b/image_180166_square.jpeg,http://www.snooth.com/wine/fisher-vineyards-cabernet-sauvignon-fisher-cameron-2003/,Fisher Vineyards Cabernet Sauvignon Fisher Cameron,1,5,43.99,USA > California > Napa,4,,Red Wine,Cabernet Sauvignon,2003,Fisher Vineyards,fisher-vineyards
9357,1,tenuta-san-guido-2007,http://ei.isnooth.com/multimedia/d/f/b/image_847700_square.jpeg,http://www.snooth.com/wine/tenuta-san-guido-2007/,Tenuta San Guido,3,3,286.5,Italy > Tuscany > Bolgheri > Bolgheri Sassicaia,n/a,,Red Wine,Bordeaux Blend,2007,Tenuta San Guido,tenuta-san-guido
9358,1,tobin-james-zinfandel-paso-robles-dusi-vineyard-2007,http://ei.isnooth.com/multimedia/5/9/a/image_868886_square.jpeg,http://www.snooth.com/wine/tobin-james-zinfandel-paso-robles-dusi-vineyard-2007/,Tobin James Zinfandel Paso Robles Dusi Vineyard,112,4,29.99,USA > California > San Luis Obispo County > Paso Robles,3.5,,Red Wine,Zinfandel,2007,Tobin James,tobin-james
9359,1,panarroz-mourvedre-blend-jumilla-panarroz-2007,http://ei.isnooth.com/multimedia/e/6/2/image_1144003_square.jpeg,http://www.snooth.com/wine/panarroz-mourvedre-blend-jumilla-panarroz-2007/,Panarroz Mourvedre Blend Jumilla Panarroz,1,5,6.99,Spain > Jumilla,3,,Red Wine,Mourvèdre,2007,Panarroz,panarroz
9360,1,chalk-hill-estate-winery-cabernet-sauvignon-claras-vineyard-2007,http://ei.isnooth.com/multimedia/3/8/a/image_1189674_square.jpeg,http://www.snooth.com/wine/chalk-hill-estate-winery-cabernet-sauvignon-claras-vineyard-2007/,Chalk Hill Estate Winery Cabernet Sauvignon Clara's Vineyard,1,3,85.0,USA > California > Sonoma County > Chalk Hill,3.5,,Red Wine,Cabernet Sauvignon (51%); Merlot (23%); Malbec (14%); Petit Verdot (12%),2007,Chalk Hill Estate Vineyards & Winery,chalk-hill-estate-vineyards-and-winery
9361,1,gnarled-vine-zinfandel-2007,http://ei.isnooth.com/multimedia/7/1/5/image_607644_square.jpeg,http://www.snooth.com/wine/gnarled-vine-zinfandel-2007/,Gnarled Vine Zinfandel,1,6,9.99,USA > California,3.5,,Red Wine,Zinfandel,2007,Oak Ridge Winery,oak-ridge-winery
9362,1,hanna-winery-bismark-mountain-titan-2007,http://ei.isnooth.com/multimedia/d/4/e/image_1202947_square.png,http://www.snooth.com/wine/hanna-winery-bismark-mountain-titan-2007/,Hanna Winery Bismark Mountain Titan,5,1,58.0,USA > California > Sonoma County > Alexander Valley,3.5,,Red Wine,Cabernet Sauvignon,2007,Hanna Winery,hanna-winery
9363,1,de-loach-merlot-russian-river-valley-2006-1,http://ei.isnooth.com/multimedia/f/1/0/image_906724_square.jpeg,http://www.snooth.com/wine/de-loach-merlot-russian-river-valley-2006-1/,De Loach Merlot Russian River Valley,1,6,23.54,USA > California > Sonoma County > Russian River Valley,n/a,,Red Wine,Merlot,2006,De Loach,de-loach
9364,1,55242-heller-estate-cabernet-sauvignon-2004,http://ei.isnooth.com/multimedia/4/2/d/image_1010910_square.jpeg,http://www.snooth.com/wine/55242-heller-estate-cabernet-sauvignon-2004/,55242 Heller Estate Cabernet Sauvignon,1,7,28.99,USA > California > Monterey County > Carmel Valley,3,,Red Wine,Cabernet Sauvignon,2004,Heller Estates,heller-estates
9365,1,lewis-cellars-cuvee-l-napa-07-2009,http://ei.isnooth.com/multimedia/f/4/3/image_1707349_square.jpeg,http://www.snooth.com/wine/lewis-cellars-cuvee-l-napa-07-2009/,Lewis Cellars Cuvee L Napa 07,1,9,97.85,USA > California > Napa,n/a,,Red Wine,Cabernet Sauvignon,2009,Lewis Cellars,lewis-cellars
9366,1,tenuta-dei-pianali-bolgheri-coronato-2007-30,http://ei.isnooth.com/multimedia/9/d/8/image_3097217_square.jpeg,http://www.snooth.com/wine/tenuta-dei-pianali-bolgheri-coronato-2007-30/,Tenuta Dei Pianali Bolgheri Coronato,15,0,39.89,Italy > Tuscany > Bolgheri > Bolgheri Sassicaia,n/a,,Red Wine,Bordeaux Blend,2007,Tenuta di Biserno,tenuta-di-biserno
9367,1,sbragia-cabernet-sauvignon-wall-vineyard-2009,http://ei.isnooth.com/multimedia/2/8/4/image_2960787_square.jpeg,http://www.snooth.com/wine/sbragia-cabernet-sauvignon-wall-vineyard-2009/,Sbragia Cabernet Sauvignon Wall Vineyard,8,0,66.69,USA > California > Napa > Mount Veeder,n/a,,Red Wine,Cabernet Sauvignon,2009,Sbragia Family Vineyards,sbragia-family-vineyards
9368,1,three-coins-cabernet-sauvignon-2009-1,http://ei.isnooth.com/multimedia/9/3/4/image_1779058_square.jpeg,http://www.snooth.com/wine/three-coins-cabernet-sauvignon-2009-1/,Three Coins Cabernet Sauvignon,2,4,30.0,USA > California > Napa,3.5,,Red Wine,Cabernet Sauvignon,2009,Three Coins Wines,three-coins-wines
9369,1,three-coins-cabernet-sauvignon-2006-4,http://ei.isnooth.com/multimedia/e/6/0/image_459306_square.jpeg,http://www.snooth.com/wine/three-coins-cabernet-sauvignon-2006-4/,Three Coins Cabernet Sauvignon,2,5,30.0,USA > California > Napa,3.5,,Red Wine,Cabernet Sauvignon (100%),2006,Three Coins Wines,three-coins-wines
9370,1,domaine-gaston-and-pierre-ravaut-cotes-de-nuits-villages-2009,http://ei.isnooth.com/multimedia/4/7/1/image_2782946_square.jpeg,http://www.snooth.com/wine/domaine-gaston-and-pierre-ravaut-cotes-de-nuits-villages-2009/,Domaine Gaston & Pierre Ravaut Cotes de Nuits Villages,10,0,31.29,France > Burgundy > Nuits,n/a,,Red Wine,Pinot Noir,2009,Gaston & Pierre Ravaut,gaston-and-pierre-ravaut
9371,1,sojourn-cabernet-sauvignon-sonoma-valley-2005,http://ei.isnooth.com/multimedia/e/f/a/image_745208_square.jpeg,http://www.snooth.com/wine/sojourn-cabernet-sauvignon-sonoma-valley-2005/,Sojourn Cabernet Sauvignon Sonoma Valley,1,5,52.99,USA > California > Napa,3,,Red Wine,Cabernet Sauvignon,2005,Sojourn Cellars,sojourn-cellars
9372,1,schild-estate-shiraz-barossa-valley-sparkling-2008,http://ei.isnooth.com/multimedia/3/3/3/image_2128968_square.jpeg,http://www.snooth.com/wine/schild-estate-shiraz-barossa-valley-sparkling-2008/,Schild Estate Shiraz Barossa Valley Sparkling,4,10,33.99,Australia > South Australia > Barossa,4,,Red Wine,Syrah,2008,Schild Estate,schild-estate
9373,1,melville-pinot-noir-estate-vernas-sta-rita-hills-2009,http://ei.isnooth.com/multimedia/5/a/e/image_1477097_square.jpeg,http://www.snooth.com/wine/melville-pinot-noir-estate-vernas-sta-rita-hills-2009/,Melville Pinot Noir Estate Verna's Sta. Rita Hills,2,6,27.99,USA,n/a,,Red Wine,Pinot Noir,2009,Melville Winery,melville-winery
9374,1,bertani-secco-valpolicella-valpantena-original-vintage-edition-2011,http://ei.isnooth.com/multimedia/3/b/c/image_3960803_square.jpeg,http://www.snooth.com/wine/bertani-secco-valpolicella-valpantena-original-vintage-edition-2011/,Bertani Secco Valpolicella Valpantena Original Vintage Edition,15,0,29.19,Italy > Veneto > Valpolicella > Valpolicella Valpantena,n/a,,Red Wine,,2011,Bertani,bertani
9375,1,rapitala-hugonis-sicilia-2010,http://ei.isnooth.com/multimedia/b/b/3/image_3627882_square.jpeg,http://www.snooth.com/wine/rapitala-hugonis-sicilia-2010/,Rapitala Hugonis Sicilia,10,0,37.29,Italy > Sicily > Sicilia,n/a,,Red Wine,Cabernet Sauvignon^nero D'avol,2010,Tenuta Rapitala,tenuta-rapitala
9376,1,bodegas-virgen-de-fatima-aderezo-estate-2013,http://ei.isnooth.com/multimedia/e/f/a/image_3839850_square.jpeg,http://www.snooth.com/wine/bodegas-virgen-de-fatima-aderezo-estate-2013/,Bodegas Virgen de Fatima Aderezo Estate,8,0,13.99,Spain > Castilla y León > Ribera Del Duero,n/a,,Red Wine,Tempranillo,2013,Bodegas Virgen De Fatima,bodegas-virgen-de-fatima
9377,1,inniskillin-cabernet-franc-ice-wine-niagara-peninsula-2007-2,http://ei.isnooth.com/multimedia/5/4/0/image_3747306_square.jpeg,http://www.snooth.com/wine/inniskillin-cabernet-franc-ice-wine-niagara-peninsula-2007-2/,Inniskillin Cabernet Franc Ice Wine Niagara Peninsula,1,3,88.0,Canada,n/a,,,Cabernet Franc,2007,Inniskillin Wines,inniskillin-wines
9378,1,chateau-grande-cassagne-syrah-costieres-de-nimes-s-les-rameaux-2006,http://ei.isnooth.com/multimedia/d/2/1/image_685946_square.jpeg,http://www.snooth.com/wine/chateau-grande-cassagne-syrah-costieres-de-nimes-s-les-rameaux-2006/,Château Grande Cassagne Syrah Costières-de-Nîmes 'S' les Rameaux,22,0,12.99,,n/a,,,Grenache,2006,Château Grande Cassagne,chateau-grande-cassagne
9379,1,esser-vineyards-pinot-noir-california-2009,http://ei.isnooth.com/multimedia/4/4/b/image_1953849_square.jpeg,http://www.snooth.com/wine/esser-vineyards-pinot-noir-california-2009/,Esser Vineyards Pinot Noir California,1,2,15.19,USA > California,3.5,,Red Wine,Pinot Noir,2009,Esser Vineyards,esser-vineyards
9380,1,rex-hill-pinot-noir-willamette-2011-3,http://ei.isnooth.com/multimedia/9/7/4/image_3317683_square.jpeg,http://www.snooth.com/wine/rex-hill-pinot-noir-willamette-2011-3/,Rex Hill Pinot Noir Willamette,6,4,32.99,Germany > Mosel > Ürziger Würzgarten,2.5,,Red Wine,Pinot Noir,2011,REX HILL,rex-hill
