,available,code,image,link,name,num_merchants,num_reviews,price,region,snoothrank,tags,type,varietal,vintage,winery,winery_id
875,1,fumanelli-amarone-della-valpolicella-classico-riserva-octavius-2007,http://ei.isnooth.com/multimedia/b/c/6/image_3671967_square.jpeg,http://www.snooth.com/wine/fumanelli-amarone-della-valpolicella-classico-riserva-octavius-2007/,Fumanelli Amarone Della Valpolicella Classico Riserva Octavius,10,0,133.99,Italy > Veneto > Valpolicella > Amarone Della Valpolicella,n/a,,Red Wine,,2007,Marchesi Fumanelli,marchesi-fumanelli
876,1,san-giuseppe-sparkling-demi-sec-red,http://ei.isnooth.com/multimedia/9/d/4/image_3829107_square.jpeg,http://www.snooth.com/wine/san-giuseppe-sparkling-demi-sec-red/,San Giuseppe Sparkling Demi Sec Red,9,0,17.99,Italy > Lambrusco di Sorbara,n/a,,Sparkling Wine,,,Azienda Agricola San Giuseppe,azienda-agricola-san-giuseppe
877,1,meridian-vineyards-cabernet-sauvignon-2010,http://ei.isnooth.com/multimedia/e/d/d/image_2836091_square.jpeg,http://www.snooth.com/wine/meridian-vineyards-cabernet-sauvignon-2010/,Meridian Vineyards Cabernet Sauvignon,7,1,18.49,USA > California > San Luis Obispo County > Paso Robles,2.5,,Red Wine,Cabernet Sauvignon,2010,Glunz Family Winery & Cellars,glunz-family-winery-and-cellars
878,1,clos-des-moiselles-cotes-de-bourg-2012,http://ei.isnooth.com/multimedia/9/9/9/image_4576922_square.jpeg,http://www.snooth.com/wine/clos-des-moiselles-cotes-de-bourg-2012/,Clos des Moiselles Cotes de Bourg,7,0,9.59,France > Bordeaux > Côtes de Bourg,n/a,,Red Wine,Bordeaux Blend,2012,Clos Des Moiselles,clos-des-moiselles
879,1,nandu-malbec-2010,http://ei.isnooth.com/multimedia/f/3/0/image_1193227_square.jpeg,http://www.snooth.com/wine/nandu-malbec-2010/,Nandu Malbec,112,1,12.57,Argentina > Mendoza > San Rafael,n/a,,Red Wine,Malbec,2010,Nandu,nandu
880,1,husch-vineyards-cabernet-sauvignon-2010,http://ei.isnooth.com/multimedia/c/5/6/image_3594849_square.jpeg,http://www.snooth.com/wine/husch-vineyards-cabernet-sauvignon-2010/,Husch Vineyards Cabernet Sauvignon,112,1,21.99,USA > California > Mendocino County,n/a,,Red Wine,Cabernet Sauvignon,2010,Husch Vineyards,husch-vineyards
881,1,maculan-red-bordeaux-blend-veneto-igt-brentino-2008,http://ei.isnooth.com/multimedia/9/7/a/image_1143052_square.jpeg,http://www.snooth.com/wine/maculan-red-bordeaux-blend-veneto-igt-brentino-2008/,Maculan Red Bordeaux Blend Veneto IGT Brentino,1,7,19.85,Italy > Veneto > Veneto Igt,3,,Red Wine,Bordeaux Blend,2008,Maculan,maculan
882,1,domaine-la-roquete-chateauneuf-du-pape-2014,http://ei.isnooth.com/multimedia/b/f/b/image_4170437_square.jpeg,http://www.snooth.com/wine/domaine-la-roquete-chateauneuf-du-pape-2014/,Domaine la Roquete Chateauneuf-du-Pape,11,0,37.78,France > Rhône > Southern Rhône > Châteauneuf-du-pape,n/a,,Red Wine,,2014,H. Brunier & Fils,h-brunier-and-fils
883,1,bonny-doon-vineyard-clos-de-gilroy-2012,http://ei.isnooth.com/multimedia/b/8/7/image_2695054_square.jpeg,http://www.snooth.com/wine/bonny-doon-vineyard-clos-de-gilroy-2012/,Bonny Doon Vineyard Clos de Gilroy,112,5,22.99,USA > California > Central Coast,n/a,,Red Wine,Grenache,2012,Bonny Doon Vineyard,bonny-doon-vineyard
884,1,rosemount-estate-cabernet-sauvignon-show-reserve-connawarra-2011,http://ei.isnooth.com/multimedia/2/e/d/image_4200473_square.jpeg,http://www.snooth.com/wine/rosemount-estate-cabernet-sauvignon-show-reserve-connawarra-2011/,Rosemount Estate Cabernet Sauvignon Show Reserve Connawarra,10,0,16.99,Australia > South Australia > Limestone Coast > Coonawarra,n/a,,Red Wine,Cabernet Sauvignon,2011,Rosemount Estates,rosemount-estates
885,1,st-francis-red-2006,http://ei.isnooth.com/multimedia/5/6/b/image_767541_square.jpeg,http://www.snooth.com/wine/st-francis-red-2006/,St. Francis Red,2,20,15.99,USA > California > Sonoma County,3,,Red Wine,Merlot,2006,St Francis Wine Company Ltd,st-francis-wine-company-ltd
886,1,cavit-collection-merlot-vigneti-delle-dolomiti-igt-2007,http://ei.isnooth.com/multimedia/f/3/7/image_1962857_square.jpeg,http://www.snooth.com/wine/cavit-collection-merlot-vigneti-delle-dolomiti-igt-2007/,Cavit Collection Merlot Vigneti Delle Dolomiti IGT,1,6,8.99,Italy > Trentino-alto Adige > Vigneti Delle Dolomiti Igt,2.5,,Red Wine,Merlot,2007,Cavit Collection,cavit-collection
887,1,tinto-figuero-vendimia-seleccionada-2005,http://ei.isnooth.com/multimedia/2/f/6/image_1934462_square.jpeg,http://www.snooth.com/wine/tinto-figuero-vendimia-seleccionada-2005/,Tinto Figuero Vendimia Seleccionada,4,2,45.49,Spain > Castilla y León > Ribera Del Duero,4.5,,Red Wine,Tempranillo,2005,Figuero,figuero
888,1,trinchero-meritage-2009-3,http://ei.isnooth.com/multimedia/4/6/e/image_2451510_square.jpeg,http://www.snooth.com/wine/trinchero-meritage-2009-3/,Trinchero Meritage,113,2,48.99,USA > California > Napa,4,,Red Wine,Bordeaux Blend,2009,Trinchero Family Estates,trinchero-family-estates
889,1,mouton-cadet-red-bordeaux-2010,http://ei.isnooth.com/multimedia/4/c/b/image_1090549_square.jpeg,http://www.snooth.com/wine/mouton-cadet-red-bordeaux-2010/,Mouton Cadet Red Bordeaux,113,3,9.99,France > Bordeaux,n/a,,Red Wine,Bordeaux Blend,2010,Mouton-cadet,mouton-cadet
890,1,casa-lapostolle-cuvee-alexandre-syrah-2009,http://ei.isnooth.com/multimedia/8/f/f/image_2483527_square.jpeg,http://www.snooth.com/wine/casa-lapostolle-cuvee-alexandre-syrah-2009/,Casa Lapostolle Cuvee Alexandre Syrah,2,6,26.99,Chile > Cachapoal Valley,n/a,,Red Wine,Syrah,2009,Lapostolle,lapostolle
891,1,produttori-del-barbaresco-nebbiolo-2011-1,http://ei.isnooth.com/multimedia/6/0/6/image_4043751_square.jpeg,http://www.snooth.com/wine/produttori-del-barbaresco-nebbiolo-2011-1/,Produttori del Barbaresco Nebbiolo,4,3,34.99,Italy > Piemonte > Barbaresco,3,,Red Wine,Nebbiolo,2011,Produttori del Barbaresco,produttori-del-barbaresco
892,1,folie-a-deux-merlot-2009-40,http://ei.isnooth.com/multimedia/9/0/9/image_2220418_square.jpeg,http://www.snooth.com/wine/folie-a-deux-merlot-2009-40/,Folie a Deux Merlot,112,3,12.99,USA > California > Napa,n/a,,Red Wine,Merlot,2009,Folie à Deux Winery,folie-a-deux-winery
893,1,byron-pinot-noir-2012,http://ei.isnooth.com/multimedia/4/e/d/image_3003634_square.jpeg,http://www.snooth.com/wine/byron-pinot-noir-2012/,Byron Pinot Noir,3,3,37.89,USA > Massachusetts > Marthas Vineyard,3.5,,Red Wine,Pinot Noir,2012,Byron Vineyard & Winery,byron-vineyard-and-winery
894,1,hahn-merlot-2009,http://ei.isnooth.com/multimedia/e/d/6/image_1257780_square.jpeg,http://www.snooth.com/wine/hahn-merlot-2009/,Hahn Merlot,112,1,7.77,USA > California > Monterey,n/a,,Red Wine,Merlot,2009,Hahn Estate,hahn-estate
895,1,cycles-gladiator-syrah-2010,http://ei.isnooth.com/multimedia/7/e/5/image_216854_square.jpeg,http://www.snooth.com/wine/cycles-gladiator-syrah-2010/,Cycles Gladiator Syrah,5,8,12.99,USA > California > Central Coast,3.5,,Red Wine,Syrah,2010,Cycles Gladiator Wines,cycles-gladiator-wines
896,1,goretti-montefalco-rosso-le-mura-saracene-2007,http://ei.isnooth.com/multimedia/4/3/7/image_1850012_square.jpeg,http://www.snooth.com/wine/goretti-montefalco-rosso-le-mura-saracene-2007/,Goretti Montefalco Rosso le Mura Saracene,9,0,26.69,Italy > Umbria > Montefalco > Montefalco Rosso,n/a,,Red Wine,Merlot^sagrantino^sangiovese,2007,Goretti,goretti
897,1,maryhill-red-blend-columbia-valley-winemakers-red-2008,http://ei.isnooth.com/multimedia/f/c/e/image_1969639_square.jpeg,http://www.snooth.com/wine/maryhill-red-blend-columbia-valley-winemakers-red-2008/,Maryhill Red Blend Columbia Valley Winemaker's Red,1,7,11.98,USA > Oregon > Columbia Valley,3,,Red Wine,Cabernet Franc^cabernet,2008,Maryhill Winery,maryhill-winery
898,1,casanova-di-neri-cabernet-sauvignon-sant-antimo-pietradonice-2004,http://ei.isnooth.com/multimedia/a/9/f/image_323540_square.jpeg,http://www.snooth.com/wine/casanova-di-neri-cabernet-sauvignon-sant-antimo-pietradonice-2004/,Casanova di Neri Cabernet Sauvignon Sant' Antimo Pietradonice,3,7,103.0,Italy > Tuscany > Sant' Antimo,4,,Red Wine,Cabernet Sauvignon,2004,Casanova di Neri,casanova-di-neri
899,1,ensemble-red-blend-2010,http://ei.isnooth.com/multimedia/6/f/8/image_2583811_square.jpeg,http://www.snooth.com/wine/ensemble-red-blend-2010/,Ensemble Red Blend,16,0,10.73,USA > California,n/a,,Red Wine,Merlot^Syrah^zinfandel,2010,Ensemble Cellars,ensemble-cellars
900,1,santa-ema-syrah-barrel-select-2010,http://ei.isnooth.com/multimedia/c/4/c/image_3194340_square.jpeg,http://www.snooth.com/wine/santa-ema-syrah-barrel-select-2010/,Santa Ema Syrah Barrel Select,115,1,16.99,Chile > Cachapoal Valley,3,,Red Wine,Syrah,2010,Sant Ema,sant-ema
901,1,rene-barbier-mediterranean-red-6,http://ei.isnooth.com/multimedia/c/8/2/image_3745409_square.jpeg,http://www.snooth.com/wine/rene-barbier-mediterranean-red-6/,Rene Barbier Mediterranean Red,13,0,6.99,Spain,n/a,,Red Wine,Merlot^tempranillo,,René Barbier,rene-barbier
902,1,livingston-chianti-nv-29,http://ei.isnooth.com/multimedia/a/0/e/image_3186509_square.jpeg,http://www.snooth.com/wine/livingston-chianti-nv-29/,Livingston Chianti,21,1,7.99,USA > New York > Livingston County,n/a,,Red Wine,sangiovese,NV,Livingston Cellars,livingston-cellars
903,1,cakebread-cellars-zinfandel-red-hills-lake-county-2007-3,http://ei.isnooth.com/multimedia/e/0/f/image_804619_square.jpeg,http://www.snooth.com/wine/cakebread-cellars-zinfandel-red-hills-lake-county-2007-3/,Cakebread Cellars Zinfandel Red Hills Lake County,1,13,39.99,USA > California > Napa > Howell Mountain,3,,Red Wine,Zinfandel,2007,Cakebread Cellars,cakebread-cellars
904,1,bodegas-huarpe-malbec-agrelo-lancatay-2009,http://ei.isnooth.com/multimedia/3/0/8/image_800256_square.jpeg,http://www.snooth.com/wine/bodegas-huarpe-malbec-agrelo-lancatay-2009/,Bodegas Huarpe Malbec Agrelo Lancatay,1,9,10.99,Argentina > Mendoza > Lujan de Cuyo > Agrelo,3.5,,Red Wine,Malbec,2009,Bodegas Huarpe,bodegas-huarpe
905,1,yellow-tail-reserve-cabernet-sauvignon-2011-1,http://ei.isnooth.com/multimedia/6/c/a/image_2583465_square.jpeg,http://www.snooth.com/wine/yellow-tail-reserve-cabernet-sauvignon-2011-1/,Yellow Tail Reserve Cabernet Sauvignon,10,10,11.17,Australia > South Eastern Australia,3.5,,Red Wine,Cabernet Sauvignon,2011,Casella Pty Ltd,casella-pty-ltd
906,1,yellow-tail-reserve-cabernet-sauvignon-2010,http://ei.isnooth.com/multimedia/f/f/6/image_1613995_square.jpeg,http://www.snooth.com/wine/yellow-tail-reserve-cabernet-sauvignon-2010/,Yellow Tail Reserve Cabernet Sauvignon,112,3,7.67,South East Australia,n/a,,Red Wine,Cabernet Sauvignon,2010,Casella Pty Ltd,casella-pty-ltd
907,1,falesco-sangiovese-umbria-igt-2010-1,http://ei.isnooth.com/multimedia/e/2/8/image_1638475_square.jpeg,http://www.snooth.com/wine/falesco-sangiovese-umbria-igt-2010-1/,Falesco Sangiovese Umbria IGT,5,7,13.99,Italy > Umbria > Umbria Igt,3,,Red Wine,Sangiovese,2010,Falesco,falesco
908,1,vinum-cellars-petite-sirah-clarksburg-pets-wilson-vineyards-2006,http://ei.isnooth.com/multimedia/3/3/a/image_201808_square.jpeg,http://www.snooth.com/wine/vinum-cellars-petite-sirah-clarksburg-pets-wilson-vineyards-2006/,Vinum Cellars Petite Sirah Clarksburg Pets Wilson Vineyards,1,6,15.99,USA > California > Yolo County > Clarksburg,3,,Red Wine,Petite Sirah,2006,Vinum Cellars,vinum-cellars
909,1,van-duzer-pinot-noir-homestead-block-united-states-2008-1,http://ei.isnooth.com/multimedia/d/a/1/image_1727135_square.jpeg,http://www.snooth.com/wine/van-duzer-pinot-noir-homestead-block-united-states-2008-1/,Van Duzer Pinot Noir Homestead Block United States,7,0,43.29,USA > Oregon > Willamette Valley,n/a,,Red Wine,Pinot Noir,2008,Van Duzer Vineyards,van-duzer-vineyards
910,1,veramonte-red-blend-primus-2007,http://ei.isnooth.com/multimedia/8/2/2/image_920118_square.jpeg,http://www.snooth.com/wine/veramonte-red-blend-primus-2007/,Veramonte Red Blend Primus,3,22,17.99,Chile > Aconcagua > Casablanca Valley,3.5,,Red Wine,Carmenère; Merlot; Cabernet Sauvignon,2007,Veramonte,veramonte
911,1,fetzer-merlot-california-sundial-2010,http://ei.isnooth.com/multimedia/6/c/c/image_952094_square.png,http://www.snooth.com/wine/fetzer-merlot-california-sundial-2010/,Fetzer Merlot California Sundial,6,2,7.07,USA > California > Mendocino County,n/a,,Red Wine,Merlot,2010,Fetzer Vineyards,fetzer-vineyards
912,1,curran-creek-cabernet-sauvignon-sonoma-county-2010,http://ei.isnooth.com/multimedia/a/b/f/image_1968250_square.png,http://www.snooth.com/wine/curran-creek-cabernet-sauvignon-sonoma-county-2010/,Curran Creek Cabernet Sauvignon Sonoma County,2,7,5.99,USA > California > Sonoma County,n/a,,,Cabernet Sauvignon,2010,Curran Creek,curran-creek
913,1,five-rivers-ranch-cabernet-sauvignon-2007,http://ei.isnooth.com/multimedia/d/6/b/image_872562_square.jpeg,http://www.snooth.com/wine/five-rivers-ranch-cabernet-sauvignon-2007/,Five Rivers Ranch Cabernet Sauvignon,1,4,8.99,USA > California > Central Coast,3,,Red Wine,Cabernet Sauvignon,2007,Five Rivers Winery,five-rivers-winery
914,1,charles-smith-cabernet-sauvignon-columbia-valley-2007,http://ei.isnooth.com/multimedia/0/f/3/image_780314_square.jpeg,http://www.snooth.com/wine/charles-smith-cabernet-sauvignon-columbia-valley-2007/,Charles Smith Cabernet Sauvignon Columbia Valley,1,6,16.99,USA > Washington > Columbia Valley,3,,Red Wine,Cabernet Sauvignon,2007,Charles Smith,charles-smith
915,1,budini-malbec-2009-1,http://ei.isnooth.com/multimedia/9/4/4/image_933518_square.jpeg,http://www.snooth.com/wine/budini-malbec-2009-1/,Budini Malbec,1,11,9.99,Argentina > Mendoza,2.5,,Red Wine,Malbec,2009,Bodega Budini,bodega-budini
916,1,nipozzano-chianti-rufina-riserva-marchateau-de-frescobaldi-rodvin-italia-toscana-chianti-rufina-2007,http://ei.isnooth.com/multimedia/a/c/4/image_2805546_square.jpeg,http://www.snooth.com/wine/nipozzano-chianti-rufina-riserva-marchateau-de-frescobaldi-rodvin-italia-toscana-chianti-rufina-2007/,Nipozzano Chianti Rufina Riserva Marchâteau de Frescobaldi Rødvin Italia Toscana Chianti Rufina,2,51,45.89,Italy > Tuscany > Chianti > Chianti Rufina,3.5,,Red Wine,sangiovese,2007,Marchesi de Frescobaldi,marchesi-de-frescobaldi
917,1,tre-monti-sangiovese-superiore-campo-di-mezzo-2014,http://ei.isnooth.com/multimedia/a/5/a/image_4170417_square.jpeg,http://www.snooth.com/wine/tre-monti-sangiovese-superiore-campo-di-mezzo-2014/,Tre Monti Sangiovese Superiore Campo di Mezzo,10,0,153.48,Italy > Emilia-romagna > Sangiovese Di Romagna,n/a,,Red Wine,Sangiovese,2014,Tre Monti,tre-monti
918,1,belle-glos-pinot-noir-sonoma-coast-taylor-lane-vineyard-2008,http://ei.isnooth.com/multimedia/a/9/e/image_1128727_square.jpeg,http://www.snooth.com/wine/belle-glos-pinot-noir-sonoma-coast-taylor-lane-vineyard-2008/,Belle Glos Pinot Noir Sonoma Coast Taylor Lane Vineyard,1,5,46.75,USA > California > Sonoma County > Sonoma Coast,3.5,,Red Wine,Pinot Noir,2008,Belle Glos Wines,belle-glos-wines
919,1,cune-crianza-2009,http://ei.isnooth.com/multimedia/0/d/2/image_978108_square.jpeg,http://www.snooth.com/wine/cune-crianza-2009/,Cune Crianza,114,2,9.99,,3,,Red Wine,Tempranillo; Garnacha Tinta; Mazuelo,2009,Domaine de la Cune,domaine-de-la-cune
920,1,vineyard-29-cabernet-sauvignon-napa-2007,http://ei.isnooth.com/multimedia/4/c/9/image_1167279_square.jpeg,http://www.snooth.com/wine/vineyard-29-cabernet-sauvignon-napa-2007/,Vineyard 29 Cabernet Sauvignon Napa,2,9,135.0,USA > California > Napa > St. Helena,4,,Red Wine,Cabernet Sauvignon,2007,Vineyard 29,vineyard-29
921,1,paul-hobbs-cabernet-sauvignon-oakville-beckstoffer-2004,http://ei.isnooth.com/multimedia/f/c/6/image_1170099_square.jpeg,http://www.snooth.com/wine/paul-hobbs-cabernet-sauvignon-oakville-beckstoffer-2004/,Paul Hobbs Cabernet Sauvignon Oakville Beckstoffer,2,91,184.0,USA > California > Napa,4,,Red Wine,Cabernet Sauvignon,2004,Paul Hobbs Winery,paul-hobbs-winery
922,1,de-martino-cabernet-malbec-reserva-legado-2010,http://ei.isnooth.com/multimedia/0/8/8/image_2730652_square.jpeg,http://www.snooth.com/wine/de-martino-cabernet-malbec-reserva-legado-2010/,De Martino Cabernet Malbec Reserva Legado,1,4,15.69,Chile > Central Valley > Maipo Valley,3.5,,Red Wine,Cabernet Sauvignon^malbec,2010,San Martino Winery & Vineyards,san-martino-winery-and-vineyards
923,1,de-loach-pinot-noir-russian-river-valley-2008-1,http://ei.isnooth.com/multimedia/b/f/9/image_772969_square.jpeg,http://www.snooth.com/wine/de-loach-pinot-noir-russian-river-valley-2008-1/,De Loach Pinot Noir Russian River Valley,1,13,17.99,USA > California > Sonoma County > Russian River Valley > Green Valley,n/a,,Red Wine,Pinot Noir,2008,De Loach,de-loach
924,1,lincourt-pinot-nonir-lindsays-santa-rita-hills-2009,http://ei.isnooth.com/multimedia/7/c/6/image_4364815_square.jpeg,http://www.snooth.com/wine/lincourt-pinot-nonir-lindsays-santa-rita-hills-2009/,Lincourt Pinot Nonir Lindsay's Santa Rita Hills,5,7,19.95,USA > California > Santa Barbara > Santa Rita Hills,3.5,,Red Wine,Pinot Noir,2009,Lincourt Vineyards,lincourt-vineyards
925,1,quilceda-creek-cabernet-sauvignon-horse-heaven-hills-palengat-vineyard-2006,http://ei.isnooth.com/multimedia/1/1/3/image_799374_square.jpeg,http://www.snooth.com/wine/quilceda-creek-cabernet-sauvignon-horse-heaven-hills-palengat-vineyard-2006/,Quilceda Creek Cabernet Sauvignon Horse Heaven Hills Palengat Vineyard,1,3,128.98,USA > Washington > Horse Heaven Hills,n/a,,Red Wine,Cabernet Sauvignon,2006,Quilceda Creek Vintners,quilceda-creek-vintners
926,1,la-vieille-ferme-cotes-du-luberon-2010,http://ei.isnooth.com/multimedia/3/f/6/image_791658_square.jpeg,http://www.snooth.com/wine/la-vieille-ferme-cotes-du-luberon-2010/,La Vieille Ferme Côtes du Luberon,112,4,6.99,France > Rhône > Southern Rhône > Côtes-du-rhône,3,,Red Wine,,2010,La Vieille Ferme,la-vieille-ferme
927,1,duorum-douro-reserva-old-vines-2009,http://ei.isnooth.com/multimedia/4/a/1/image_4546873_square.jpeg,http://www.snooth.com/wine/duorum-douro-reserva-old-vines-2009/,Duorum Douro Reserva Old Vines,9,0,36.24,Portugal > Douro,n/a,,Red Wine,,2009,João Portugal Ramos,joao-portugal-ramos
928,1,martha-clara-vineyards-white-blend-north-fork-sabor-nv,http://ei.isnooth.com/multimedia/6/9/5/image_913468_square.jpeg,http://www.snooth.com/wine/martha-clara-vineyards-white-blend-north-fork-sabor-nv/,Martha Clara Vineyards White Blend North Fork Sabor,1,3,12.99,USA > New York > Suffolk County > Long Island > North Fork,n/a,,Red Wine,Merlot (100%),NV,Martha Clara Vineyards,martha-clara-vineyards
929,1,black-swan-shiraz-2011-12,http://ei.isnooth.com/multimedia/a/2/a/image_3287657_square.jpeg,http://www.snooth.com/wine/black-swan-shiraz-2011-12/,Black Swan Shiraz,4,3,7.99,Australia > South Eastern Australia,3,,Red Wine,Syrah,2011,Black Swan Vineyards,black-swan-vineyards
930,1,gundlach-bundschu-merlot-sonoma-valley-2007,http://ei.isnooth.com/multimedia/2/1/0/image_1222471_square.jpeg,http://www.snooth.com/wine/gundlach-bundschu-merlot-sonoma-valley-2007/,Gundlach Bundschu Merlot Sonoma Valley,112,1,29.99,USA > California > Sonoma County > Alexander Valley,n/a,,Red Wine,Merlot,2007,Gundlach Bundschu Winery,gundlach-bundschu-winery
931,1,boedecker-cellars-pinot-noir-willamette-valley-stewart-2009,http://ei.isnooth.com/multimedia/d/c/1/image_1765288_square.jpeg,http://www.snooth.com/wine/boedecker-cellars-pinot-noir-willamette-valley-stewart-2009/,Boedecker Cellars Pinot Noir Willamette Valley Stewart,1,8,28.95,USA > Oregon > Willamette Valley,3.5,,Red Wine,Pinot Noir,2009,Boedecker Cellars,boedecker-cellars
932,1,boedecker-cellars-pinot-noir-willamette-valley-stewart-2008,http://ei.isnooth.com/multimedia/e/6/6/image_1235298_square.jpeg,http://www.snooth.com/wine/boedecker-cellars-pinot-noir-willamette-valley-stewart-2008/,Boedecker Cellars Pinot Noir Willamette Valley Stewart,1,8,28.95,USA > Oregon > Willamette Valley,3,,Red Wine,Pinot Noir,2008,Boedecker Cellars,boedecker-cellars
933,1,four-vines-zinfandel-blend-paso-robles-port-2008,http://ei.isnooth.com/multimedia/5/f/a/image_2221042_square.jpeg,http://www.snooth.com/wine/four-vines-zinfandel-blend-paso-robles-port-2008/,Four Vines Zinfandel Blend Paso Robles Port,112,1,14.99,USA > California > San Luis Obispo County > Paso Robles,n/a,,Red Wine,Zinfandel,2008,Four Vines Winery,four-vines-winery
934,1,paul-hobbs-cabernet-sauvignon-napa-valley-crossbarn-crossbarn-2010,http://ei.isnooth.com/multimedia/b/0/1/image_2039036_square.jpeg,http://www.snooth.com/wine/paul-hobbs-cabernet-sauvignon-napa-valley-crossbarn-crossbarn-2010/,Paul Hobbs Cabernet Sauvignon Napa Valley Crossbarn Crossbarn,6,3,46.99,USA > California > Napa,3,,Red Wine,Cabernet Sauvignon,2010,Paul Hobbs Winery,paul-hobbs-winery
935,1,perrin-and-fils-vacqueyras-les-christins-2007,http://ei.isnooth.com/multimedia/3/c/a/image_1471258_square.jpeg,http://www.snooth.com/wine/perrin-and-fils-vacqueyras-les-christins-2007/,Perrin & Fils Vacqueyras les Christins,2,21,29.99,France > Rhône > Southern Rhône > Vacqueyras,3,,Red Wine,Southern Rhone,2007,Famille Perrin,famille-perrin
936,1,marques-de-caceres-crianza-rioja-2009,http://ei.isnooth.com/multimedia/a/b/b/image_2605914_square.jpeg,http://www.snooth.com/wine/marques-de-caceres-crianza-rioja-2009/,Marqués de Cáceres Crianza Rioja,5,12,29.75,Spain > Rioja > Rioja Alta,n/a,,Red Wine,"Tempranillo, Garnacha Tinto",2009,Bodegas Marques de Caceres,bodegas-marques-de-caceres
937,1,marques-de-caceres-rioja-crianza-2008,http://ei.isnooth.com/multimedia/1/f/8/image_4235493_square.jpeg,http://www.snooth.com/wine/marques-de-caceres-rioja-crianza-2008/,Marques de Caceres Rioja Crianza,112,3,7.99,Spain > Rioja > Rioja Alta,n/a,,Red Wine,Tempranillo,2008,Bodegas Marques de Caceres,bodegas-marques-de-caceres
938,1,plumpjack-merlot-rutherford-2009-1,http://ei.isnooth.com/multimedia/8/7/d/image_1956250_square.jpeg,http://www.snooth.com/wine/plumpjack-merlot-rutherford-2009-1/,Plumpjack Merlot Rutherford,1,8,49.95,USA > California > Napa > Rutherford,3.5,,Red Wine,Merlot,2009,PlumpJack Winery,plumpjack-winery
939,1,smith-and-hook-cabernet-sauvignon-smith-and-hook-santa-lucia-highlands-2007,http://ei.isnooth.com/multimedia/2/b/4/image_907576_square.jpeg,http://www.snooth.com/wine/smith-and-hook-cabernet-sauvignon-smith-and-hook-santa-lucia-highlands-2007/,Smith & Hook Cabernet Sauvignon Smith and Hook Santa Lucia Highlands,1,9,21.99,USA > California > Monterey County > Santa Lucia Highlands,3.5,,Red Wine,Cabernet Sauvignon,2007,Smith & Hook,smith-and-hook
940,1,red-bicyclette-syrah-2009-1,http://ei.isnooth.com/multimedia/f/6/6/image_1349023_square.png,http://www.snooth.com/wine/red-bicyclette-syrah-2009-1/,Red Bicyclette Syrah,115,5,12.99,France,2.5,,Red Wine,Syrah,2009,Red Bicyclette,red-bicyclette
941,1,first-drop-wines-red-blend-the-red-one-2009,http://ei.isnooth.com/multimedia/4/5/a/image_967082_square.jpeg,http://www.snooth.com/wine/first-drop-wines-red-blend-the-red-one-2009/,First Drop Wines Red Blend the Red One,1,7,8.95,Australia > South Australia,2.5,,Red Wine,Cabernet Sauvignon^Syrah,2009,First Drop Wines,first-drop-wines
942,1,metaxa-7-star-brandy-1980,http://ei.isnooth.com/multimedia/9/e/c/image_522155_square.jpeg,http://www.snooth.com/wine/metaxa-7-star-brandy-1980/,Metaxa 7 Star Brandy,3,4,27.99,Greece,3.5,,Red Wine,Cabernet Sauvignon,1980,Metaxa,metaxa
943,1,blandys-10-year-old-malmsey-madeira-2000,http://ei.isnooth.com/multimedia/3/a/e/image_459121_square.jpeg,http://www.snooth.com/wine/blandys-10-year-old-malmsey-madeira-2000/,Blandy's 10 Year Old Malmsey Madeira,114,3,28.99,Portugal > Madeira,3.5,,Dessert/Fortified,Malmsey,2000,Blandy's Madeira - (Grupo Symington),blandys-madeira-grupo-symington
944,1,marietta-cellars-red-blend-alexander-valley-nv,http://ei.isnooth.com/multimedia/c/8/9/image_310235_square.jpeg,http://www.snooth.com/wine/marietta-cellars-red-blend-alexander-valley-nv/,Marietta Cellars Red Blend Alexander Valley,2,10,14.99,USA > California > Sonoma County > Alexander Valley,3.5,,Red Wine,Zinfandel Petite Syrah; Carignan,NV,Marietta Wine Cellars,marietta-wine-cellars
945,1,turning-leaf-pinot-noir-2012,http://ei.isnooth.com/multimedia/d/b/b/image_2805528_square.png,http://www.snooth.com/wine/turning-leaf-pinot-noir-2012/,Turning Leaf Pinot Noir,3,1,4.99,USA > California,3.5,,Red Wine,Pinot Noir,2012,Turning Leaf Vineyards,turning-leaf-vineyards
946,1,tisdale-vineyards-cabernet-sauvignon-california-2005,http://ei.isnooth.com/multimedia/a/3/5/image_190126_square.jpeg,http://www.snooth.com/wine/tisdale-vineyards-cabernet-sauvignon-california-2005/,Tisdale Vineyards Cabernet Sauvignon California,1,3,5.99,USA > California,2,,Red Wine,Cabernet Sauvignon,2005,Tisdale Vineyards,tisdale-vineyards
947,1,tisdale-vineyards-cabernet-sauvignon-california-2009,http://ei.isnooth.com/multimedia/5/1/6/image_190125_square.jpeg,http://www.snooth.com/wine/tisdale-vineyards-cabernet-sauvignon-california-2009/,Tisdale Vineyards Cabernet Sauvignon California,1,4,3.98,USA > California,3,,Red Wine,Cabernet Sauvignon,2009,Tisdale Vineyards,tisdale-vineyards
948,1,the-wishing-tree-shiraz-2011-1,http://ei.isnooth.com/multimedia/c/4/4/image_3194110_square.png,http://www.snooth.com/wine/the-wishing-tree-shiraz-2011-1/,The Wishing Tree Shiraz,8,10,11.98,Germany > Rhine > König Wilhelmsberg,3.5,,Red Wine,Syrah,2011,The Wishing Tree,the-wishing-tree
